,Date,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Close,Close,Close,Close,Close,Close,High,High,High,High,High,High,Low,Low,Low,Low,Low,Low,Open,Open,Open,Open,Open,Open,Volume,Volume,Volume,Volume,Volume,Volume
,,AAPL,GOOG,MSFT,SWPPX,VFIAX,VOO,AAPL,GOOG,MSFT,SWPPX,VFIAX,VOO,AAPL,GOOG,MSFT,SWPPX,VFIAX,VOO,AAPL,GOOG,MSFT,SWPPX,VFIAX,VOO,AAPL,GOOG,MSFT,SWPPX,VFIAX,VOO,AAPL,GOOG,MSFT,SWPPX,VFIAX,VOO
9,2017-11-01,39.597381591796875,51.275001525878906,78.16007995605469,36.64329528808594,219.49729919433594,216.56983947753906,41.72249984741211,51.275001525878906,83.18000030517578,40.290000915527344,238.3699951171875,236.5399932861328,42.48500061035156,51.48350143432617,83.76000213623047,40.290000915527344,238.3699951171875,237.38999938964844,41.40250015258789,50.84749984741211,82.87999725341797,40.290000915527344,238.3699951171875,236.1300048828125,42.467498779296875,50.86050033569336,83.68000030517578,40.290000915527344,238.3699951171875,237.02999877929688,134551200,27468000,22307400,0,0,2078300
10,2017-11-02,39.8868522644043,51.27899932861328,78.9775619506836,36.65239334106445,219.56182861328125,216.66134643554688,42.02750015258789,51.27899932861328,84.05000305175781,40.29999923706055,238.44000244140625,236.63999938964844,42.125,51.40449905395508,84.45999908447266,40.29999923706055,238.44000244140625,236.77000427246094,41.31999969482422,50.6505012512207,83.12000274658203,40.29999923706055,238.44000244140625,235.32000732421875,41.650001525878906,51.0880012512207,83.3499984741211,40.29999923706055,238.44000244140625,236.4499969482422,165573600,20980000,23992900,0,0,1908100
11,2017-11-03,40.928443908691406,51.624000549316406,79.06211853027344,36.770626068115234,220.26158142089844,217.38467407226562,43.125,51.624000549316406,84.13999938964844,40.43000030517578,239.1999969482422,237.42999267578125,43.564998626708984,51.63249969482422,84.54000091552734,40.43000030517578,239.1999969482422,237.44000244140625,42.779998779296875,51.015499114990234,83.4000015258789,40.43000030517578,239.1999969482422,236.33999633789062,43.5,51.105499267578125,84.08000183105469,40.43000030517578,239.1999969482422,236.8300018310547,237594400,21528000,17633500,0,0,1934200
12,2017-11-06,41.34365463256836,51.29499816894531,79.37220764160156,36.8251953125,220.5654754638672,217.71429443359375,43.5625,51.29499816894531,84.47000122070312,40.4900016784668,239.52999877929688,237.7899932861328,43.747501373291016,51.743499755859375,84.69999694824219,40.4900016784668,239.52999877929688,237.88999938964844,42.93000030517578,51.25,84.08000183105469,40.4900016784668,239.52999877929688,237.2100067138672,43.092498779296875,51.449501037597656,84.19999694824219,40.4900016784668,239.52999877929688,237.24000549316406,140105200,22504000,19860900,0,0,1688600
13,2017-11-07,41.476531982421875,51.666500091552734,79.18429565429688,36.816097259521484,220.5194549560547,217.62271118164062,43.70249938964844,51.666500091552734,84.2699966430664,40.47999954223633,239.47999572753906,237.69000244140625,43.8125,51.69850158691406,84.9000015258789,40.47999954223633,239.47999572753906,238.22000122070312,43.400001525878906,51.256500244140625,83.93000030517578,40.47999954223633,239.47999572753906,237.11000061035156,43.477500915527344,51.36349868774414,84.7699966430664,40.47999954223633,239.47999572753906,237.88999938964844,97446000,22246000,17939700,0,0,1502700
14,2017-11-08,41.815818786621094,51.99250030517578,79.45677185058594,36.87066650390625,220.84173583984375,217.9431610107422,44.060001373291016,51.99250030517578,84.55999755859375,40.540000915527344,239.8300018310547,238.0399932861328,44.060001373291016,52.17610168457031,84.61000061035156,40.540000915527344,239.8300018310547,238.1199951171875,43.58250045776367,51.42250061035156,83.83000183105469,40.540000915527344,239.8300018310547,237.14999389648438,43.665000915527344,51.5260009765625,84.13999938964844,40.540000915527344,239.8300018310547,237.41000366210938,97638000,21774000,18034200,0,0,4711000
15,2017-11-09,41.730403900146484,51.5629997253418,79.01515197753906,36.74333953857422,220.06826782226562,217.1558074951172,43.970001220703125,51.5629997253418,84.08999633789062,40.400001525878906,238.99000549316406,237.17999267578125,44.025001525878906,51.699501037597656,84.2699966430664,40.400001525878906,238.99000549316406,237.33999633789062,43.28499984741211,50.983299255371094,82.9000015258789,40.400001525878906,238.99000549316406,235.47999572753906,43.77750015258789,51.699501037597656,84.11000061035156,40.400001525878906,238.99000549316406,236.72999572753906,117930400,24904000,21178400,0,0,1644100
16,2017-11-10,41.59229278564453,51.403499603271484,78.80842590332031,36.71605682373047,219.94850158691406,217.02755737304688,43.66749954223633,51.403499603271484,83.87000274658203,40.369998931884766,238.86000061035156,237.0399932861328,43.845001220703125,51.53799819946289,84.0999984741211,40.369998931884766,238.86000061035156,237.17999267578125,43.567501068115234,51.263999938964844,83.2300033569336,40.369998931884766,238.86000061035156,236.39999389648438,43.77750015258789,51.323001861572266,83.79000091552734,40.369998931884766,238.86000061035156,236.72000122070312,100582000,14400000,19397800,0,0,1019000
17,2017-11-13,41.42560958862305,51.287498474121094,78.86479187011719,36.76152801513672,220.1695098876953,217.28396606445312,43.49250030517578,51.287498474121094,83.93000030517578,40.41999816894531,239.10000610351562,237.32000732421875,43.625,51.57899856567383,83.94000244140625,40.41999816894531,239.10000610351562,237.52000427246094,43.349998474121094,51.128501892089844,83.45999908447266,40.41999816894531,239.10000610351562,236.30999755859375,43.375,51.17100143432617,83.66000366210938,40.41999816894531,239.10000610351562,236.3300018310547,67928400,17716000,14196900,0,0,900000
18,2017-11-14,40.799354553222656,51.29999923706055,78.9775619506836,36.67967987060547,219.6907196044922,216.75294494628906,42.834999084472656,51.29999923706055,84.05000305175781,40.33000183105469,238.5800018310547,236.74000549316406,43.369998931884766,51.34049987792969,84.0999984741211,40.33000183105469,238.5800018310547,236.85000610351562,42.79499816894531,50.70750045776367,82.9800033569336,40.33000183105469,238.5800018310547,235.63999938964844,43.2599983215332,51.12950134277344,83.5,40.33000183105469,238.5800018310547,236.44000244140625,99130000,19184000,18801300,0,0,2763300
19,2017-11-15,40.261207580566406,51.045501708984375,78.36373138427734,36.48868179321289,218.5304718017578,215.6450653076172,42.27000045776367,51.045501708984375,82.9800033569336,40.119998931884766,237.32000732421875,235.52999877929688,42.58000183105469,51.204498291015625,83.69000244140625,40.119998931884766,237.32000732421875,236.24000549316406,42.095001220703125,50.770999908447266,82.69000244140625,40.119998931884766,237.32000732421875,234.82000732421875,42.49250030517578,50.96049880981445,83.47000122070312,40.119998931884766,237.32000732421875,235.74000549316406,116632400,17080000,19383100,0,0,2436200
20,2017-11-16,40.742210388183594,51.625,78.57147979736328,36.797908782958984,220.39051818847656,217.48538208007812,42.775001525878906,51.625,83.19999694824219,40.459999084472656,239.33999633789062,237.5399932861328,42.967498779296875,51.79600143432617,83.41999816894531,40.459999084472656,239.33999633789062,237.92999267578125,42.57500076293945,51.125999450683594,82.94000244140625,40.459999084472656,239.33999633789062,236.5,42.79499816894531,51.125999450683594,83.0999984741211,40.459999084472656,239.33999633789062,236.52000427246094,94550000,22594000,20962800,0,0,1072300
21,2017-11-17,40.5159912109375,50.954498291015625,77.81600189208984,36.69786834716797,219.8196258544922,216.89942932128906,42.537498474121094,50.954498291015625,82.4000015258789,40.349998474121094,238.72000122070312,236.89999389648438,42.84749984741211,51.72100067138672,83.12000274658203,40.349998474121094,238.72000122070312,237.38999938964844,42.40999984741211,50.88750076293945,82.23999786376953,40.349998474121094,238.72000122070312,236.7899932861328,42.7599983215332,51.70050048828125,83.12000274658203,40.349998474121094,238.72000122070312,237.1699981689453,87598000,27942000,22079000,0,0,1370500
22,2017-11-20,40.47551345825195,50.91899871826172,77.93876647949219,36.74333953857422,220.10508728027344,217.1832275390625,42.494998931884766,50.91899871826172,82.52999877929688,40.400001525878906,239.02999877929688,237.2100067138672,42.63999938964844,51.13050079345703,82.58999633789062,40.400001525878906,239.02999877929688,237.47000122070312,42.38999938964844,50.875,82.25,40.400001525878906,239.02999877929688,236.86000061035156,42.5724983215332,51.01300048828125,82.4000015258789,40.400001525878906,239.02999877929688,237.1199951171875,65049600,19070000,16315000,0,0,1420400
23,2017-11-21,41.227970123291016,51.7244987487793,79.06256103515625,36.98889923095703,221.55079650878906,218.6298370361328,43.28499984741211,51.7244987487793,83.72000122070312,40.66999816894531,240.60000610351562,238.7899932861328,43.42499923706055,51.75550079345703,83.83999633789062,40.66999816894531,240.60000610351562,239.0,42.69499969482422,51.13275146484375,82.73999786376953,40.66999816894531,240.60000610351562,238.0,42.69499969482422,51.16550064086914,82.73999786376953,40.66999816894531,240.60000610351562,238.05999755859375,100525200,21940000,21237500,0,0,1151500
24,2017-11-22,41.66135787963867,51.79800033569336,78.48648071289062,36.96161651611328,221.4126434326172,218.47418212890625,43.7400016784668,51.79800033569336,83.11000061035156,40.63999938964844,240.4499969482422,238.6199951171875,43.75,51.98529815673828,83.9000015258789,40.63999938964844,240.4499969482422,238.9499969482422,43.26250076293945,51.57149887084961,83.04000091552734,40.63999938964844,240.4499969482422,238.44000244140625,43.34000015258789,51.75,83.83000183105469,40.63999938964844,240.4499969482422,238.86000061035156,102355600,14926000,20553100,0,0,2143500
25,2017-11-24,41.663726806640625,52.03049850463867,78.628173828125,37.04347229003906,221.873046875,218.93202209472656,43.74250030517578,52.03049850463867,83.26000213623047,40.72999954223633,240.9499969482422,239.1199951171875,43.875,52.15890121459961,83.43000030517578,40.72999954223633,240.9499969482422,239.27999877929688,43.662498474121094,51.75,82.77999877929688,40.72999954223633,240.9499969482422,238.99000549316406,43.775001525878906,51.79349899291992,83.01000213623047,40.72999954223633,240.9499969482422,239.1199951171875,56106800,10740000,7425600,0,0,1219300
26,2017-11-27,41.45418930053711,52.71049880981445,79.20421600341797,37.03438186645508,221.80857849121094,218.86790466308594,43.522499084472656,52.71049880981445,83.87000274658203,40.720001220703125,240.8800048828125,239.0500030517578,43.77000045776367,52.77299880981445,83.9800033569336,40.720001220703125,240.8800048828125,239.52999877929688,43.334999084472656,51.922000885009766,83.30000305175781,40.720001220703125,240.8800048828125,238.8300018310547,43.76250076293945,52.0,83.30999755859375,40.720001220703125,240.8800048828125,239.19000244140625,82867200,26158000,18265200,0,0,2654000
27,2017-11-28,41.211299896240234,52.37049865722656,80.15803527832031,37.39817428588867,224.00936889648438,221.03781127929688,43.26750183105469,52.37049865722656,84.87999725341797,41.119998931884766,243.27000427246094,241.4199981689453,43.717498779296875,53.118751525878906,85.05999755859375,41.119998931884766,243.27000427246094,241.47999572753906,42.96500015258789,52.0,84.0199966430664,41.119998931884766,243.27000427246094,239.44000244140625,43.57500076293945,52.75450134277344,84.06999969482422,41.119998931884766,243.27000427246094,239.58999633789062,105715200,28488000,21926000,0,0,1800500
28,2017-11-29,40.35645294189453,51.08300018310547,78.70368194580078,37.38908004760742,223.95411682128906,220.95541381835938,42.369998931884766,51.08300018310547,83.33999633789062,41.11000061035156,243.2100067138672,241.3300018310547,43.22999954223633,52.20399856567383,84.91999816894531,41.11000061035156,243.2100067138672,242.17999267578125,41.790000915527344,50.782501220703125,83.18000030517578,41.11000061035156,243.2100067138672,240.83999633789062,43.157501220703125,52.13399887084961,84.70999908447266,41.11000061035156,243.2100067138672,241.60000610351562,166665600,49188000,27381100,0,0,2442100
29,2017-11-30,40.92079162597656,51.070499420166016,79.4875259399414,37.7073974609375,225.86940002441406,222.8048858642578,42.962501525878906,51.070499420166016,84.16999816894531,41.459999084472656,245.2899932861328,243.35000610351562,43.03499984741211,51.42449951171875,84.5199966430664,41.459999084472656,245.2899932861328,244.39999389648438,42.11000061035156,50.75,83.33999633789062,41.459999084472656,245.2899932861328,242.22999572753906,42.60749816894531,51.118499755859375,83.51000213623047,41.459999084472656,245.2899932861328,242.3000030517578,166108800,34480000,33054600,0,0,5451700
30,2017-12-01,40.73029708862305,50.50849914550781,79.57250213623047,37.634639739990234,225.41824340820312,222.39285278320312,42.76250076293945,50.50849914550781,84.26000213623047,41.380001068115234,244.8000030517578,242.89999389648438,42.91749954223633,51.1245002746582,84.80999755859375,41.380001068115234,244.8000030517578,243.7100067138672,42.125,50.10100173950195,83.22000122070312,41.380001068115234,244.8000030517578,239.52000427246094,42.48749923706055,50.790000915527344,83.5999984741211,41.380001068115234,244.8000030517578,243.25,159037200,38192000,29532100,0,0,3775600
31,2017-12-04,40.43266296386719,49.933998107910156,76.56942749023438,37.598262786865234,225.1880645751953,222.15480041503906,42.45000076293945,49.933998107910156,81.08000183105469,41.34000015258789,244.5500030517578,242.63999938964844,43.154998779296875,50.80500030517578,84.43000030517578,41.34000015258789,244.5500030517578,245.07000732421875,42.407501220703125,49.778499603271484,80.69999694824219,41.34000015258789,244.5500030517578,242.58999633789062,43.119998931884766,50.632999420166016,84.41999816894531,41.34000015258789,244.5500030517578,244.6999969482422,130169600,38128000,39094900,0,0,2162000
32,2017-12-05,40.39454650878906,50.25749969482422,77.0510482788086,37.45274353027344,224.35006713867188,221.36741638183594,42.40999984741211,50.25749969482422,81.58999633789062,41.18000030517578,243.63999938964844,241.77999877929688,42.880001068115234,51.03049850463867,82.68000030517578,41.18000030517578,243.63999938964844,243.5800018310547,42.099998474121094,49.41400146484375,80.9800033569336,41.18000030517578,243.63999938964844,241.6300048828125,42.26499938964844,49.797000885009766,81.33999633789062,41.18000030517578,243.63999938964844,242.91000366210938,109400800,41346000,26152300,0,0,1886300
33,2017-12-06,40.244537353515625,50.91899871826172,78.17484283447266,37.45274353027344,224.3316192626953,221.3582763671875,42.252498626708984,50.91899871826172,82.77999877929688,41.18000030517578,243.6199951171875,241.77000427246094,42.54999923706055,51.24850082397461,83.13999938964844,41.18000030517578,243.6199951171875,242.25999450683594,41.6150016784668,50.05699920654297,81.43000030517578,41.18000030517578,243.6199951171875,241.3300018310547,41.875,50.07500076293945,81.55000305175781,41.18000030517578,243.6199951171875,241.72999572753906,114240000,25440000,26162100,0,0,1204800
34,2017-12-07,40.318355560302734,51.54650115966797,77.9009780883789,37.570980072021484,225.0315399169922,222.0906982421875,42.33000183105469,51.54650115966797,82.48999786376953,41.310001373291016,244.3800048828125,242.57000732421875,42.61000061035156,51.71200180053711,82.80000305175781,41.310001373291016,244.3800048828125,242.91000366210938,42.227500915527344,50.90354919433594,82.0,41.310001373291016,244.3800048828125,241.5500030517578,42.25749969482422,51.02149963378906,82.54000091552734,41.310001373291016,244.3800048828125,241.69000244140625,102693200,29164000,23184500,0,0,2670000
35,2017-12-08,40.33026123046875,51.852500915527344,79.47806549072266,37.7801628112793,226.29302978515625,223.2992706298828,42.342498779296875,51.852500915527344,84.16000366210938,41.540000915527344,245.75,243.88999938964844,42.75,52.102500915527344,84.58000183105469,41.540000915527344,245.75,243.9199981689453,42.20500183105469,51.6260986328125,83.33000183105469,41.540000915527344,245.75,243.1999969482422,42.622501373291016,51.8745002746582,83.62999725341797,41.540000915527344,245.75,243.4499969482422,93420800,25816000,24489100,0,0,1685700
36,2017-12-11,41.116050720214844,52.05500030517578,80.48857116699219,37.89838790893555,227.02047729492188,224.02259826660156,43.16749954223633,52.05500030517578,85.2300033569336,41.66999816894531,246.5399932861328,244.67999267578125,43.22249984741211,52.189998626708984,85.37000274658203,41.66999816894531,246.5399932861328,244.7100067138672,42.1974983215332,51.602500915527344,84.12000274658203,41.66999816894531,246.5399932861328,243.89999389648438,42.29999923706055,51.775001525878906,84.29000091552734,41.66999816894531,246.5399932861328,244.02000427246094,141095200,23856000,22857900,0,0,2513300
37,2017-12-12,40.885074615478516,52.02399826049805,80.81906127929688,37.96205520629883,227.3795623779297,224.40713500976562,42.92499923706055,52.02399826049805,85.58000183105469,41.7400016784668,246.92999267578125,245.10000610351562,43.09749984741211,52.515499114990234,86.05000305175781,41.7400016784668,246.92999267578125,245.5800018310547,42.8650016784668,51.68450164794922,85.08000183105469,41.7400016784668,246.92999267578125,244.69000244140625,43.037498474121094,51.98149871826172,85.30999755859375,41.7400016784668,246.92999267578125,244.94000244140625,77636800,25590000,23924100,0,0,1855000
38,2017-12-13,41.02080535888672,52.03049850463867,80.60186004638672,37.94386672973633,227.2783203125,224.35218811035156,43.067501068115234,52.03049850463867,85.3499984741211,41.720001220703125,246.82000732421875,245.0399932861328,43.3849983215332,52.333248138427734,86.0,41.720001220703125,246.82000732421875,245.8000030517578,43.0,51.91899871826172,85.16999816894531,41.720001220703125,246.82000732421875,244.97000122070312,43.125,52.305999755859375,85.73999786376953,41.720001220703125,246.82000732421875,245.36000061035156,95273600,25654000,22062700,0,0,1808300
39,2017-12-14,41.0088996887207,52.45750045776367,79.97859954833984,37.7983512878418,226.39427185058594,223.46412658691406,43.05500030517578,52.45750045776367,84.69000244140625,41.560001373291016,245.86000061035156,244.07000732421875,43.282501220703125,52.92499923706055,85.87000274658203,41.560001373291016,245.86000061035156,245.47999572753906,42.912498474121094,52.15549850463867,84.52999877929688,41.560001373291016,245.86000061035156,244.0,43.099998474121094,52.25,85.43000030517578,41.560001373291016,245.86000061035156,245.39999389648438,81906000,31174000,19306000,0,0,1932900
40,2017-12-15,41.42560958862305,53.20949935913086,82.0184326171875,38.13486099243164,228.43856811523438,225.3410186767578,43.49250030517578,53.20949935913086,86.8499984741211,41.93000030517578,248.0800018310547,246.1199951171875,43.54249954223633,53.38100051879883,87.08999633789062,41.93000030517578,248.0800018310547,246.5500030517578,43.1150016784668,52.474998474121094,84.87999725341797,41.93000030517578,248.0800018310547,245.07000732421875,43.407501220703125,52.730499267578125,85.26000213623047,41.93000030517578,248.0800018310547,245.14999389648438,160677200,65518000,53936700,0,0,3170800
41,2017-12-18,42.00900650024414,53.856998443603516,81.5745620727539,38.34407424926758,229.6724395751953,226.74180603027344,44.10499954223633,53.856998443603516,86.37999725341797,41.41999816894531,249.4199981689453,247.64999389648438,44.29999923706055,53.92449951171875,87.5,41.41999816894531,249.4199981689453,248.00999450683594,43.71500015258789,53.099998474121094,86.2300033569336,41.41999816894531,249.4199981689453,247.4499969482422,43.720001220703125,53.30400085449219,87.12000274658203,41.41999816894531,249.4199981689453,247.52000427246094,117684400,31092000,22283800,0,0,2089600
42,2017-12-19,41.56133270263672,53.534000396728516,81.05516052246094,38.223731994628906,228.92657470703125,225.9178466796875,43.6349983215332,53.534000396728516,85.83000183105469,41.290000915527344,248.61000061035156,246.75,43.84749984741211,53.84199905395508,86.3499984741211,41.290000915527344,248.61000061035156,247.9499969482422,43.522499084472656,53.1775016784668,85.2699966430664,41.290000915527344,248.61000061035156,246.6300048828125,43.75749969482422,53.7599983215332,86.3499984741211,41.290000915527344,248.61000061035156,247.9199981689453,109745600,26774000,23524800,0,0,3170300
43,2017-12-20,41.51609802246094,53.247501373291016,80.76240539550781,38.195953369140625,228.7700653076172,225.74388122558594,43.587501525878906,53.247501373291016,85.5199966430664,41.2599983215332,248.44000244140625,246.55999755859375,43.85499954223633,53.66899871826172,86.30000305175781,41.2599983215332,248.44000244140625,247.77000427246094,43.3125,53.07600021362305,84.70999908447266,41.2599983215332,248.44000244140625,246.27000427246094,43.717498779296875,53.5890007019043,86.19999694824219,41.2599983215332,248.44000244140625,247.72000122070312,93902400,25372000,23674900,0,0,2570000
44,2017-12-21,41.67325210571289,53.18149948120117,80.7435302734375,38.270015716552734,229.2212371826172,226.20166015625,43.752498626708984,53.18149948120117,85.5,41.34000015258789,248.92999267578125,247.05999755859375,44.005001068115234,53.46649932861328,86.0999984741211,41.34000015258789,248.92999267578125,247.80999755859375,43.525001525878906,53.089698791503906,85.4000015258789,41.34000015258789,248.92999267578125,246.82000732421875,43.54249954223633,53.247501373291016,86.05000305175781,41.34000015258789,248.92999267578125,247.22000122070312,83799600,19914000,17990700,0,0,2262400
45,2017-12-22,41.67325210571289,53.00600051879883,80.75297546386719,38.251502990722656,229.121337890625,226.1558380126953,43.752498626708984,53.00600051879883,85.51000213623047,41.31999969482422,247.6300048828125,247.00999450683594,43.85499954223633,53.209999084472656,85.62999725341797,41.31999969482422,247.6300048828125,247.1300048828125,43.625,52.97200012207031,84.91999816894531,41.31999969482422,247.6300048828125,246.44000244140625,43.66999816894531,53.05550003051758,85.4000015258789,41.31999969482422,247.6300048828125,247.08999633789062,65397600,15102000,14145800,0,0,1888500
46,2017-12-26,40.616004943847656,52.83700180053711,80.64908599853516,38.21446990966797,228.88999938964844,225.89273071289062,42.64250183105469,52.83700180053711,85.4000015258789,41.279998779296875,247.3800048828125,245.5399932861328,42.86750030517578,53.00600051879883,85.52999877929688,41.279998779296875,247.3800048828125,245.7100067138672,42.41999816894531,52.5099983215332,85.02999877929688,41.279998779296875,247.3800048828125,245.25999450683594,42.70000076293945,52.903499603271484,85.30999755859375,41.279998779296875,247.3800048828125,245.66000366210938,132742000,15212000,9891200,0,0,1492300
47,2017-12-27,40.623146057128906,52.46849822998047,80.94184112548828,38.251502990722656,229.08432006835938,226.02151489257812,42.650001525878906,52.46849822998047,85.70999908447266,41.31999969482422,247.58999633789062,245.67999267578125,42.69499969482422,52.91849899291992,85.9800033569336,41.31999969482422,247.58999633789062,246.02000427246094,42.4275016784668,52.40250015258789,85.22000122070312,41.31999969482422,247.58999633789062,245.3800048828125,42.525001525878906,52.86949920654297,85.6500015258789,41.31999969482422,247.58999633789062,245.7100067138672,85992800,25438000,14678000,0,0,1379100
48,2017-12-28,40.73744201660156,52.40700149536133,80.9512939453125,38.3255615234375,229.54693603515625,226.4447479248047,42.77000045776367,52.40700149536133,85.72000122070312,41.400001525878906,248.08999633789062,246.13999938964844,42.962501525878906,52.73749923706055,85.93000030517578,41.400001525878906,248.08999633789062,246.2100067138672,42.619998931884766,52.23849868774414,85.55000305175781,41.400001525878906,248.08999633789062,245.77000427246094,42.75,52.58000183105469,85.9000015258789,41.400001525878906,248.08999633789062,246.1300048828125,65920800,16742000,10594300,0,0,2346700
49,2017-12-29,40.29692840576172,52.31999969482422,80.78129577636719,38.13115310668945,228.3719024658203,225.66273498535156,42.307498931884766,52.31999969482422,85.54000091552734,41.189998626708984,246.82000732421875,245.2899932861328,42.647499084472656,52.48500061035156,86.05000305175781,41.189998626708984,246.82000732421875,246.77000427246094,42.30500030517578,52.244998931884766,85.5,41.189998626708984,246.82000732421875,245.02999877929688,42.630001068115234,52.33599853515625,85.62999725341797,41.189998626708984,246.82000732421875,246.75999450683594,103999600,17750000,18717400,0,0,2326700
